UniProt_ID	UCSC_ID	Matched ratio
sp|Q9UK99|FBX3_HUMAN	uc001muz.3	100
sp|Q9UK99-2|FBX3_HUMAN	uc001mva.1	100
sp|Q9UK99-3|FBX3_HUMAN	uc001mvb.1	100
sp|Q9UKA1|FBXL5_HUMAN	uc003goc.2	100
sp|Q9UKA1-2|FBXL5_HUMAN	uc003god.2	100
sp|Q9UKA2|FBXL4_HUMAN	uc003ppg.1	100
sp|Q9UKA4|AKA11_HUMAN	uc001uys.2	100
sp|Q9UKA8|RCAN3_HUMAN	uc021ojg.1	100
sp|Q9UKA8-2|RCAN3_HUMAN	uc009vrd.3	100
sp|Q9UKA8-3|RCAN3_HUMAN	uc009vrf.3	100
sp|Q9UKA8-4|RCAN3_HUMAN	uc009vrg.3	100
sp|Q9UKA8-5|RCAN3_HUMAN	uc009vre.3	100
sp|Q9UKA9|PTBP2_HUMAN	uc001drq.3	100
sp|Q9UKA9-2|PTBP2_HUMAN	uc001dro.2	100
sp|Q9UKA9-3|PTBP2_HUMAN	uc001drn.2	100
sp|Q9UKA9-4|PTBP2_HUMAN	uc001drr.3	100
sp|Q9UKB1|FBW1B_HUMAN	uc003mbm.1	100
sp|Q9UKB1-2|FBW1B_HUMAN	uc003mbn.1	100
sp|Q9UKB1-3|FBW1B_HUMAN	uc003mbl.1	100
sp|Q9UKB3|DJC12_HUMAN	uc001jnb.3	100
sp|Q9UKB3-2|DJC12_HUMAN	uc001jnc.3	100
sp|Q9UKB5|AJAP1_HUMAN	uc001aln.3	100
sp|Q9UKC9|FBXL2_HUMAN	uc003cfp.3	100
sp|Q9UKC9-2|FBXL2_HUMAN	uc021wuy.1	100
sp|Q9UKD1|GMEB2_HUMAN	uc002yfq.1	100
sp|Q9UKD2|MRT4_HUMAN	uc001bbs.3	100
sp|Q9UKE5|TNIK_HUMAN	uc003fhh.2	100
sp|Q9UKE5-2|TNIK_HUMAN	uc003fhj.2	100
sp|Q9UKE5-3|TNIK_HUMAN	uc003fhi.2	100
sp|Q9UKE5-4|TNIK_HUMAN	uc003fhk.2	100
sp|Q9UKE5-5|TNIK_HUMAN	uc003fhl.2	100
sp|Q9UKE5-6|TNIK_HUMAN	uc003fhn.2	100
sp|Q9UKE5-7|TNIK_HUMAN	uc003fhm.2	100
sp|Q9UKE5-8|TNIK_HUMAN	uc003fho.2	100
sp|Q9UKF2|ADA30_HUMAN	uc001eij.3	100
sp|Q9UKF2-2|ADA30_HUMAN	uc001eij.3	99
sp|Q9UKF5|ADA29_HUMAN	uc021xuo.1	100
sp|Q9UKF6|CPSF3_HUMAN	uc002qzo.2	100
sp|Q9UKF7|PITC1_HUMAN	uc002jgc.4	100
sp|Q9UKF7-2|PITC1_HUMAN	uc002jgb.4	99
sp|Q9UKG1|DP13A_HUMAN	uc003dio.3	100
sp|Q9UKG4|S13A4_HUMAN	uc003vta.3	100
sp|Q9UKG9|OCTC_HUMAN	uc003uit.3	100
sp|Q9UKG9-2|OCTC_HUMAN	uc003uis.3	100
sp|Q9UKG9-3|OCTC_HUMAN	uc003uiu.3	100
sp|Q9UKI2|BORG2_HUMAN	uc021vfz.1	100
sp|Q9UKI3|VPRE3_HUMAN	uc002zxt.3	100
sp|Q9UKI8|TLK1_HUMAN	uc002ugn.2	100
sp|Q9UKI8-2|TLK1_HUMAN	uc002ugo.2	100
sp|Q9UKI8-4|TLK1_HUMAN	uc010zdn.1	100
sp|Q9UKI8-5|TLK1_HUMAN	uc002ugp.2	100
sp|Q9UKI9|PO2F3_HUMAN	uc001pxc.3	100
sp|Q9UKI9-2|PO2F3_HUMAN	uc021qrk.1	100
sp|Q9UKJ0|PILRB_HUMAN	uc003uun.3	100
sp|Q9UKJ1|PILRA_HUMAN	uc003uuo.1	100
sp|Q9UKJ1-3|PILRA_HUMAN	uc003uup.1	100
sp|Q9UKJ1-4|PILRA_HUMAN	uc003uuq.1	100
sp|Q9UKJ3|GPTC8_HUMAN	uc002igw.2	100
sp|Q9UKJ3-2|GPTC8_HUMAN	uc010wiz.2	100
sp|Q9UKJ5|CHIC2_HUMAN	uc003haj.2	100
sp|Q9UKJ8|ADA21_HUMAN	uc021rvq.1	100
sp|Q9UKK3|PARP4_HUMAN	uc001upl.3	100
sp|Q9UKK6|NXT1_HUMAN	uc021wbj.1	100
sp|Q9UKK9|NUDT5_HUMAN	uc001ilj.3	100
sp|Q9UKL2|O52A1_HUMAN	uc010qyy.2	100
sp|Q9UKL3|C8AP2_HUMAN	uc011dzz.2	100
sp|Q9UKL4|CXD2_HUMAN	uc001zis.2	100
sp|Q9UKL6|PPCT_HUMAN	uc002iul.4	100
sp|Q9UKL6-2|PPCT_HUMAN	uc002ium.4	100
sp|Q9UKM7|MA1B1_HUMAN	uc004cld.3	100
sp|Q9UKM9|RALY_HUMAN	uc002xab.3	100
sp|Q9UKM9-2|RALY_HUMAN	uc002xac.3	100
sp|Q9UKN1-2|MUC12_HUMAN	uc003uxo.3	100
sp|Q9UKN5|PRDM4_HUMAN	uc001tmp.3	100
sp|Q9UKN7|MYO15_HUMAN	uc021trm.1	100
sp|Q9UKN7-2|MYO15_HUMAN	uc010vxi.2	100
sp|Q9UKN8|TF3C4_HUMAN	uc010mzv.3	100
sp|Q9UKP3|ITBP2_HUMAN	uc004dzr.1	100
sp|Q9UKP3-2|ITBP2_HUMAN	uc004dzs.1	100
sp|Q9UKP4|ATS7_HUMAN	uc002bej.4	100
sp|Q9UKP5|ATS6_HUMAN	uc003jtp.3	100
sp|Q9UKP6|UR2R_HUMAN	uc010wvl.2	100
sp|Q9UKQ2|ADA28_HUMAN	uc003xdy.3	100
sp|Q9UKQ2-2|ADA28_HUMAN	uc003xdx.3	100
sp|Q9UKQ9|KLK9_HUMAN	uc002pux.1	100
sp|Q9UKR0|KLK12_HUMAN	uc002pvi.1	100
sp|Q9UKR0-2|KLK12_HUMAN	uc002pvh.1	100
sp|Q9UKR0-3|KLK12_HUMAN	uc002pvj.1	100
sp|Q9UKR3|KLK13_HUMAN	uc002pvn.3	100
sp|Q9UKR3-2|KLK13_HUMAN	uc010eoo.3	100
sp|Q9UKR5|ERG28_HUMAN	uc001xrt.3	100
sp|Q9UKR8|TSN16_HUMAN	uc002mqv.1	100
sp|Q9UKS6|PACN3_HUMAN	uc001ndx.3	100
sp|Q9UKS7|IKZF2_HUMAN	uc002vem.3	100
sp|Q9UKS7-2|IKZF2_HUMAN	uc002ven.3	100
sp|Q9UKS7-4|IKZF2_HUMAN	uc010fuv.3	100
sp|Q9UKS7-7|IKZF2_HUMAN	uc010fuy.3	100
sp|Q9UKT4|FBX5_HUMAN	uc003qpg.3	100
sp|Q9UKT4-2|FBX5_HUMAN	uc003qph.3	100
sp|Q9UKT5|FBX4_HUMAN	uc003jmq.3	100
sp|Q9UKT5-2|FBX4_HUMAN	uc003jmp.3	100
sp|Q9UKT6|FXL21_HUMAN	uc031sld.1	100
sp|Q9UKT7|FBXL3_HUMAN	uc001vkd.3	100
sp|Q9UKT8-2|FBXW2_HUMAN	uc010mvj.1	100
sp|Q9UKT9|IKZF3_HUMAN	uc002hsu.4	100
sp|Q9UKT9-10|IKZF3_HUMAN	uc010cwd.4	100
sp|Q9UKT9-11|IKZF3_HUMAN	uc010cwf.4	100
sp|Q9UKT9-12|IKZF3_HUMAN	uc010cwg.4	100
sp|Q9UKT9-13|IKZF3_HUMAN	uc010cwe.4	100
sp|Q9UKT9-2|IKZF3_HUMAN	uc002hsx.4	100
sp|Q9UKT9-3|IKZF3_HUMAN	uc002hsw.4	100
sp|Q9UKT9-4|IKZF3_HUMAN	uc002hsy.4	100
sp|Q9UKT9-5|IKZF3_HUMAN	uc002hsz.4	100
sp|Q9UKT9-6|IKZF3_HUMAN	uc002hta.4	100
sp|Q9UKT9-7|IKZF3_HUMAN	uc002htd.4	100
sp|Q9UKT9-8|IKZF3_HUMAN	uc002hsv.4	100
sp|Q9UKT9-9|IKZF3_HUMAN	uc010cwh.4	100
sp|Q9UKU0-1|ACSL6_HUMAN	uc003kvy.2	100
sp|Q9UKU0-3|ACSL6_HUMAN	uc010jdo.2	100
sp|Q9UKU0-6|ACSL6_HUMAN	uc010jdn.2	100
sp|Q9UKU0-7|ACSL6_HUMAN	uc021ydh.1	100
sp|Q9UKU0-8|ACSL6_HUMAN	uc003kvx.2	100
sp|Q9UKU0-9|ACSL6_HUMAN	uc003kwa.2	100
sp|Q9UKU6|TRHDE_HUMAN	uc001sxa.3	100
sp|Q9UKU7|ACAD8_HUMAN	uc001qhk.3	100
sp|Q9UKU7-2|ACAD8_HUMAN	uc001qhl.3	100
sp|Q9UKU7-3|ACAD8_HUMAN	uc010scq.2	100
sp|Q9UKU9|ANGL2_HUMAN	uc004bqr.1	100
sp|Q9UKV0|HDAC9_HUMAN	uc003suh.3	100
sp|Q9UKV0-11|HDAC9_HUMAN	uc011jyf.2	100
sp|Q9UKV0-3|HDAC9_HUMAN	uc003sud.2	100
sp|Q9UKV0-4|HDAC9_HUMAN	uc011jyd.2	100
sp|Q9UKV0-5|HDAC9_HUMAN	uc003sue.3	100
sp|Q9UKV0-6|HDAC9_HUMAN	uc003suj.3	100
sp|Q9UKV0-7|HDAC9_HUMAN	uc003sui.3	100
sp|Q9UKV0-8|HDAC9_HUMAN	uc011jya.2	100
sp|Q9UKV0-9|HDAC9_HUMAN	uc011jyb.2	100
sp|Q9UKV3|ACINU_HUMAN	uc001wit.4	99
sp|Q9UKV3-2|ACINU_HUMAN	uc001wir.4	100
sp|Q9UKV3-5|ACINU_HUMAN	uc010akg.3	99
sp|Q9UKV5|AMFR_HUMAN	uc002eiy.4	100
sp|Q9UKV8|AGO2_HUMAN	uc003yvn.3	100
sp|Q9UKV8-2|AGO2_HUMAN	uc010meo.3	100
sp|Q9UKW4|VAV3_HUMAN	uc001dvk.1	100
sp|Q9UKW4-3|VAV3_HUMAN	uc001dvj.1	100
sp|Q9UKW4-4|VAV3_HUMAN	uc010ouw.1	100
sp|Q9UKW6|ELF5_HUMAN	uc001mvo.1	100
sp|Q9UKW6-3|ELF5_HUMAN	uc001mvq.2	100
sp|Q9UKW6-4|ELF5_HUMAN	uc009ykd.2	100
sp|Q9UKX2|MYH2_HUMAN	uc002gmp.4	100
sp|Q9UKX2-2|MYH2_HUMAN	uc010coj.3	100
sp|Q9UKX3|MYH13_HUMAN	uc002gmk.1	100
sp|Q9UKX5|ITA11_HUMAN	uc002ari.3	100
sp|Q9UKX5-2|ITA11_HUMAN	uc010bib.3	100
sp|Q9UKX7|NUP50_HUMAN	uc003bfr.3	100
sp|Q9UKY0|PRND_HUMAN	uc021waf.1	100
sp|Q9UKY1|ZHX1_HUMAN	uc022bak.1	100
sp|Q9UKY3-2|CES1P_HUMAN	uc010cce.3	100
sp|Q9UKY4|POMT2_HUMAN	uc001xti.2	100
sp|Q9UKY7|CDV3_HUMAN	uc003epq.3	100
sp|Q9UKY7-2|CDV3_HUMAN	uc003epp.4	100
sp|Q9UKY7-3|CDV3_HUMAN	uc003epr.3	100
sp|Q9UKZ1|CNO11_HUMAN	uc002taw.4	100
sp|Q9UKZ4|TEN1_HUMAN	uc004euj.3	100
sp|Q9UKZ4-2|TEN1_HUMAN	uc010nqy.3	100
sp|Q9UKZ9|PCOC2_HUMAN	uc003evd.3	100
sp|Q9UL01|DSE_HUMAN	uc003pwt.3	100
sp|Q9UL03|INT6_HUMAN	uc001vfk.3	100
sp|Q9UL03-2|INT6_HUMAN	uc001vfm.2	100
sp|Q9UL12|SARDH_HUMAN	uc011mdn.2	100
sp|Q9UL15|BAG5_HUMAN	uc021seg.1	100
sp|Q9UL15-2|BAG5_HUMAN	uc001ynh.2	100
sp|Q9UL16|CFA45_HUMAN	uc001fui.3	100
sp|Q9UL17|TBX21_HUMAN	uc002ilv.1	100
sp|Q9UL18|AGO1_HUMAN	uc001bzl.3	100
sp|Q9UL19|HRSL4_HUMAN	uc001nxf.4	100
sp|Q9UL25|RAB21_HUMAN	uc001swt.3	100
sp|Q9UL26|RB22A_HUMAN	uc002xyz.3	100
sp|Q9UL33|TPC2L_HUMAN	uc002fmc.3	100
sp|Q9UL33-2|TPC2L_HUMAN	uc002fmd.3	100
sp|Q9UL36|ZN236_HUMAN	uc002lmi.3	100
sp|Q9UL40|ZN346_HUMAN	uc003mfi.3	100
sp|Q9UL40-2|ZN346_HUMAN	uc003mfk.1	100
sp|Q9UL40-3|ZN346_HUMAN	uc011dfr.2	100
sp|Q9UL41|PNMA3_HUMAN	uc022cho.1	100
sp|Q9UL42|PNMA2_HUMAN	uc022atc.1	100
sp|Q9UL45|BL1S6_HUMAN	uc001zvq.3	100
sp|Q9UL46|PSME2_HUMAN	uc001wmj.3	100
sp|Q9UL49|TCFL5_HUMAN	uc002ydp.3	100
sp|Q9UL51|HCN2_HUMAN	uc002lpe.3	100
sp|Q9UL52|TM11E_HUMAN	uc011cln.2	100
sp|Q9UL54|TAOK2_HUMAN	uc002dva.2	100
sp|Q9UL54-2|TAOK2_HUMAN	uc002dvc.2	100
sp|Q9UL54-3|TAOK2_HUMAN	uc002dvd.2	100
sp|Q9UL54-4|TAOK2_HUMAN	uc021tgf.1	100
sp|Q9UL58|ZN215_HUMAN	uc001mey.3	100
sp|Q9UL58-2|ZN215_HUMAN	uc001mez.1	100
sp|Q9UL59|ZN214_HUMAN	uc009yfh.1	100
sp|Q9UL62|TRPC5_HUMAN	uc004epl.1	100
sp|Q9UL63|MKLN1_HUMAN	uc011kpm.2	100
sp|Q9UL68|MYT1L_HUMAN	uc002qxe.3	100
sp|Q9UL68-2|MYT1L_HUMAN	uc002qxd.3	96
sp|Q9UL68-3|MYT1L_HUMAN	uc010ewk.3	100
sp|Q9UL68-4|MYT1L_HUMAN	uc002qxd.3	100
sp|Q9ULB1|NRX1A_HUMAN	uc021vhj.1	100
sp|Q9ULB1-2|NRX1A_HUMAN	uc021vhi.1	97
sp|Q9ULB1-3|NRX1A_HUMAN	uc021vhi.1	100
sp|Q9ULB4|CADH9_HUMAN	uc003jgs.1	100
sp|Q9ULB5|CADH7_HUMAN	uc002lkb.3	100
sp|Q9ULC0|MUCEN_HUMAN	uc003hvr.3	100
sp|Q9ULC0-2|MUCEN_HUMAN	uc011cem.2	100
sp|Q9ULC0-3|MUCEN_HUMAN	uc011cel.2	100
sp|Q9ULC3|RAB23_HUMAN	uc010kac.3	100
sp|Q9ULC4|MCTS1_HUMAN	uc004esx.3	100
sp|Q9ULC4-3|MCTS1_HUMAN	uc011mub.2	100
sp|Q9ULC5|ACSL5_HUMAN	uc001kzt.3	100
sp|Q9ULC5-3|ACSL5_HUMAN	uc001kzu.3	100
sp|Q9ULC5-4|ACSL5_HUMAN	uc009xxz.3	100
sp|Q9ULC6|PADI1_HUMAN	uc001bah.1	100
sp|Q9ULC8|ZDHC8_HUMAN	uc002zrq.3	100
sp|Q9ULC8-3|ZDHC8_HUMAN	uc002zrr.2	100
sp|Q9ULD0|OGDHL_HUMAN	uc001jie.3	100
sp|Q9ULD0-2|OGDHL_HUMAN	uc010qgt.2	100
sp|Q9ULD2|MTUS1_HUMAN	uc003wxv.3	100
sp|Q9ULD2-2|MTUS1_HUMAN	uc003wxw.3	100
sp|Q9ULD2-3|MTUS1_HUMAN	uc003wxs.3	100
sp|Q9ULD2-6|MTUS1_HUMAN	uc003wxt.3	100
sp|Q9ULD4|BRPF3_HUMAN	uc003olv.4	100
sp|Q9ULD4-2|BRPF3_HUMAN	uc010jwb.3	100
sp|Q9ULD4-3|BRPF3_HUMAN	uc011dtk.2	100
sp|Q9ULD5-2|ZN777_HUMAN	uc003wfv.3	100
sp|Q9ULD5-3|ZN777_HUMAN	uc003wfv.3	99
sp|Q9ULD6|INTU_HUMAN	uc003ifk.2	100
sp|Q9ULD8|KCNH3_HUMAN	uc001ruh.1	100
sp|Q9ULD9|ZN608_HUMAN	uc003ktq.1	100
sp|Q9ULE0|WWC3_HUMAN	uc004csx.4	100
sp|Q9ULE3|DEN2A_HUMAN	uc003vvw.3	100
sp|Q9ULE3-2|DEN2A_HUMAN	uc003vvx.3	100
sp|Q9ULE4|F184B_HUMAN	uc003gpm.4	100
sp|Q9ULE6|PALD_HUMAN	uc001jrd.4	100
sp|Q9ULF5|S39AA_HUMAN	uc002uth.4	100
sp|Q9ULG1|INO80_HUMAN	uc001zni.3	100
sp|Q9ULG3|K1257_HUMAN	uc003elj.4	100
sp|Q9ULG6|CCPG1_HUMAN	uc002acv.2	100
sp|Q9ULG6-2|CCPG1_HUMAN	uc002acu.2	100
sp|Q9ULG6-3|CCPG1_HUMAN	uc002acx.3	100
sp|Q9ULG6-5|CCPG1_HUMAN	uc002acy.3	100
sp|Q9ULH0|KDIS_HUMAN	uc002qzc.2	100
sp|Q9ULH0-2|KDIS_HUMAN	uc002qzd.2	100
sp|Q9ULH0-4|KDIS_HUMAN	uc002qzc.2	99
sp|Q9ULH1|ASAP1_HUMAN	uc003yta.2	100
sp|Q9ULH1-2|ASAP1_HUMAN	uc003yta.2	99
sp|Q9ULH4|LRFN2_HUMAN	uc003oph.1	100
sp|Q9ULH7-2|MKL2_HUMAN	uc010uzb.2	100
sp|Q9ULH7-4|MKL2_HUMAN	uc002dcg.3	100
sp|Q9ULH7-5|MKL2_HUMAN	uc010uza.2	100
sp|Q9ULI0|ATD2B_HUMAN	uc002rek.4	100
sp|Q9ULI0-2|ATD2B_HUMAN	uc002rei.4	100
sp|Q9ULI1|NWD2_HUMAN	uc011bxz.2	100
sp|Q9ULI2|RIMKB_HUMAN	uc010sgl.1	100
sp|Q9ULI2-2|RIMKB_HUMAN	uc001quw.2	100
sp|Q9ULI3|HEG1_HUMAN	uc003ehs.4	100
sp|Q9ULI4|KI26A_HUMAN	uc001yos.4	100
sp|Q9ULJ1|ODF2L_HUMAN	uc001dll.2	100
sp|Q9ULJ1-2|ODF2L_HUMAN	uc001dlp.3	100
sp|Q9ULJ1-3|ODF2L_HUMAN	uc001dlm.2	100
sp|Q9ULJ1-6|ODF2L_HUMAN	uc010osg.2	100
sp|Q9ULJ3|ZBT21_HUMAN	uc021wjo.1	100
sp|Q9ULJ3-2|ZBT21_HUMAN	uc002yzz.4	100
sp|Q9ULJ6|ZMIZ1_HUMAN	uc001kaf.2	100
sp|Q9ULJ7|ANR50_HUMAN	uc010inw.3	100
sp|Q9ULJ7-2|ANR50_HUMAN	uc011cgo.2	100
sp|Q9ULJ8|NEB1_HUMAN	uc003unp.3	100
sp|Q9ULJ8-2|NEB1_HUMAN	uc003unr.3	100
sp|Q9ULJ8-3|NEB1_HUMAN	uc010lfj.3	100
sp|Q9ULJ8-4|NEB1_HUMAN	uc003unq.3	100
sp|Q9ULJ8-5|NEB1_HUMAN	uc011kif.2	100
sp|Q9ULK0|GRID1_HUMAN	uc001kdl.1	100
sp|Q9ULK2|AT7L1_HUMAN	uc003vde.2	100
sp|Q9ULK2-2|AT7L1_HUMAN	uc003vdi.2	100
sp|Q9ULK2-3|AT7L1_HUMAN	uc003vdf.2	100
sp|Q9ULK4|MED23_HUMAN	uc003qcs.2	100
sp|Q9ULK4-2|MED23_HUMAN	uc003qct.2	100
sp|Q9ULK4-3|MED23_HUMAN	uc003qcq.4	100
sp|Q9ULK4-5|MED23_HUMAN	uc031spr.1	100
sp|Q9ULK5|VANG2_HUMAN	uc001fwc.2	100
sp|Q9ULK6|RN150_HUMAN	uc003iio.1	100
sp|Q9ULK6-2|RN150_HUMAN	uc010iok.1	100
sp|Q9ULK6-3|RN150_HUMAN	uc003iip.1	100
sp|Q9ULL0|K1210_HUMAN	uc004era.4	100
sp|Q9ULL1|PKHG1_HUMAN	uc003qny.1	100
sp|Q9ULL4|PLXB3_HUMAN	uc004fii.2	100
sp|Q9ULL4-2|PLXB3_HUMAN	uc010nuk.2	100
sp|Q9ULL5-3|PRR12_HUMAN	uc002poo.4	100
sp|Q9ULL8|SHRM4_HUMAN	uc004dpe.2	100
sp|Q9ULM0|PKHH1_HUMAN	uc001xjl.1	100
sp|Q9ULM0-2|PKHH1_HUMAN	uc001xjm.1	100
sp|Q9ULM2|ZN490_HUMAN	uc002mtz.2	100
sp|Q9ULM3|YETS2_HUMAN	uc003fly.2	100
sp|Q9ULM6|CNOT6_HUMAN	uc010jld.3	100
sp|Q9ULN7-5|PNML2_HUMAN	uc002pes.2	100
sp|Q9ULP0|NDRG4_HUMAN	uc002eno.3	100
sp|Q9ULP0-2|NDRG4_HUMAN	uc002enp.3	100
sp|Q9ULP0-3|NDRG4_HUMAN	uc010vif.2	100
sp|Q9ULP0-4|NDRG4_HUMAN	uc002enp.3	99
sp|Q9ULP0-5|NDRG4_HUMAN	uc010cdk.3	100
sp|Q9ULP0-6|NDRG4_HUMAN	uc002enm.3	100
sp|Q9ULP0-7|NDRG4_HUMAN	uc010vig.2	100
sp|Q9ULP0-8|NDRG4_HUMAN	uc010vii.2	100
sp|Q9ULP9|TBC24_HUMAN	uc002cql.3	100
sp|Q9ULP9-2|TBC24_HUMAN	uc002cqk.3	100
sp|Q9ULQ0|STRP2_HUMAN	uc011koy.2	100
sp|Q9ULQ0-2|STRP2_HUMAN	uc003vow.3	100
sp|Q9ULQ1|TPC1_HUMAN	uc001tuw.3	100
sp|Q9ULQ1-3|TPC1_HUMAN	uc001tux.3	100
sp|Q9ULR0|ISY1_HUMAN	uc003elp.2	100
sp|Q9ULR0-1|ISY1_HUMAN	uc003elo.2	100
sp|Q9ULR0-2|ISY1_HUMAN	uc010hta.2	100
sp|Q9ULR3|PPM1H_HUMAN	uc001srk.3	100
sp|Q9ULR5|PAI2B_HUMAN	uc002shu.2	100
sp|Q9ULS5|TMCC3_HUMAN	uc001tdj.2	99
sp|Q9ULS6|KCNS2_HUMAN	uc022azb.1	100
sp|Q9ULT0|TTC7A_HUMAN	uc002rvo.3	100
sp|Q9ULT6|ZNRF3_HUMAN	uc003aeg.3	100
sp|Q9ULT8|HECD1_HUMAN	uc001wrc.1	100
sp|Q9ULU4|PKCB1_HUMAN	uc002xta.1	100
sp|Q9ULU4-10|PKCB1_HUMAN	uc002xtf.1	98
sp|Q9ULU4-12|PKCB1_HUMAN	uc002xtc.1	100
sp|Q9ULU4-13|PKCB1_HUMAN	uc002xtb.1	100
sp|Q9ULU4-14|PKCB1_HUMAN	uc002xtd.1	100
sp|Q9ULU4-16|PKCB1_HUMAN	uc002xtb.1	98
sp|Q9ULU4-17|PKCB1_HUMAN	uc010zxz.1	100
sp|Q9ULU4-19|PKCB1_HUMAN	uc010zxy.1	100
sp|Q9ULU4-20|PKCB1_HUMAN	uc002xss.2	100
sp|Q9ULU4-22|PKCB1_HUMAN	uc002xtb.1	98
sp|Q9ULU4-23|PKCB1_HUMAN	uc002xsz.1	100
sp|Q9ULU4-7|PKCB1_HUMAN	uc002xtf.1	100
sp|Q9ULU8|CAPS1_HUMAN	uc003dll.2	100
sp|Q9ULU8-2|CAPS1_HUMAN	uc003dln.2	100
sp|Q9ULU8-3|CAPS1_HUMAN	uc003dlm.2	100
sp|Q9ULU8-4|CAPS1_HUMAN	uc003dll.2	99
sp|Q9ULV0|MYO5B_HUMAN	uc002leb.2	100
sp|Q9ULV0-2|MYO5B_HUMAN	uc002lea.2	100
sp|Q9ULV1|FZD4_HUMAN	uc001pce.3	100
sp|Q9ULV3|CIZ1_HUMAN	uc004btv.3	100
sp|Q9ULV3-2|CIZ1_HUMAN	uc004bts.3	100
sp|Q9ULV3-3|CIZ1_HUMAN	uc004btu.3	100
sp|Q9ULV3-4|CIZ1_HUMAN	uc004btw.3	100
sp|Q9ULV4|COR1C_HUMAN	uc001tnj.4	100
sp|Q9ULV4-3|COR1C_HUMAN	uc009zva.4	100
sp|Q9ULV5|HSF4_HUMAN	uc002erl.2	100
sp|Q9ULV5-2|HSF4_HUMAN	uc002erm.2	100
sp|Q9ULV8|CBLC_HUMAN	uc002ozs.3	100
sp|Q9ULV8-2|CBLC_HUMAN	uc010ejt.3	100
sp|Q9ULW0|TPX2_HUMAN	uc002wwp.1	100
sp|Q9ULW2|FZD10_HUMAN	uc001uii.3	100
sp|Q9ULW3|ABT1_HUMAN	uc003nii.3	100
sp|Q9ULW5|RAB26_HUMAN	uc002cou.3	100
sp|Q9ULW5-2|RAB26_HUMAN	uc010bsf.3	100
sp|Q9ULW6|NP1L2_HUMAN	uc004ebi.3	100
sp|Q9ULW8|PADI3_HUMAN	uc001bai.3	100
sp|Q9ULX3|NOB1_HUMAN	uc002exs.4	100
sp|Q9ULX5|RN112_HUMAN	uc010vyw.2	100
sp|Q9ULX5-2|RN112_HUMAN	uc010vyw.2	99
sp|Q9ULX6|AKP8L_HUMAN	uc002naw.1	100
sp|Q9ULX6-2|AKP8L_HUMAN	uc010xoh.1	100
sp|Q9ULX7|CAH14_HUMAN	uc001etx.3	100
sp|Q9ULX9|MAFF_HUMAN	uc011anr.2	100
sp|Q9ULX9-2|MAFF_HUMAN	uc021wpn.1	100
sp|Q9ULY5|CLC4E_HUMAN	uc001quo.1	100
sp|Q9ULZ0-2|T53G3_HUMAN	uc010caz.3	100
sp|Q9ULZ0-3|T53G3_HUMAN	uc021thg.1	100
sp|Q9ULZ1|APEL_HUMAN	uc004eus.3	100
sp|Q9ULZ2|STAP1_HUMAN	uc003hdf.3	100
sp|Q9ULZ3|ASC_HUMAN	uc010cak.3	100
sp|Q9ULZ3-2|ASC_HUMAN	uc002ebm.3	100
sp|Q9ULZ9|MMP17_HUMAN	uc001ujc.1	100
sp|Q9ULZ9-2|MMP17_HUMAN	uc001ujd.1	100
sp|Q9UM01|YLAT1_HUMAN	uc001wgv.4	100
sp|Q9UM07|PADI4_HUMAN	uc001baj.2	100
sp|Q9UM11|FZR_HUMAN	uc010dtk.2	100
sp|Q9UM11-2|FZR_HUMAN	uc002lxt.2	100
sp|Q9UM11-3|FZR_HUMAN	uc002lxv.2	100
sp|Q9UM19|HPCL4_HUMAN	uc001cdr.3	100
sp|Q9UM21|MGT4A_HUMAN	uc002sze.3	100
sp|Q9UM21-2|MGT4A_HUMAN	uc010yvm.2	100
sp|Q9UM22|EPDR1_HUMAN	uc003tfp.4	100
sp|Q9UM22-3|EPDR1_HUMAN	uc010kxh.3	100
sp|Q9UM44|HHLA2_HUMAN	uc003dwz.3	100
sp|Q9UM44-2|HHLA2_HUMAN	uc011bhl.2	100
sp|Q9UM47|NOTC3_HUMAN	uc002nan.3	100
sp|Q9UM54|MYO6_HUMAN	uc003pih.1	99
sp|Q9UM54-1|MYO6_HUMAN	uc003pih.1	100
sp|Q9UM54-2|MYO6_HUMAN	uc003pii.1	100
sp|Q9UM54-4|MYO6_HUMAN	uc003pih.1	99
sp|Q9UM54-5|MYO6_HUMAN	uc003pii.1	99
sp|Q9UM54-6|MYO6_HUMAN	uc003pih.1	99
sp|Q9UM63|PLAL1_HUMAN	uc003qko.3	100
sp|Q9UM63-2|PLAL1_HUMAN	uc021zgj.1	100
sp|Q9UM73|ALK_HUMAN	uc002rmy.3	100
sp|Q9UM82|SPAT2_HUMAN	uc002xuw.3	100
sp|Q9UMD9|COHA1_HUMAN	uc001kxr.3	100
sp|Q9UMF0|ICAM5_HUMAN	uc002mnu.4	100
sp|Q9UMN6|KMT2B_HUMAN	uc021usv.1	100
sp|Q9UMQ3|BARX2_HUMAN	uc001qfc.4	100
sp|Q9UMQ6|CAN11_HUMAN	uc003owt.1	100
sp|Q9UMR2|DD19B_HUMAN	uc002eyo.4	100
sp|Q9UMR2-2|DD19B_HUMAN	uc002eyp.4	100
sp|Q9UMR2-4|DD19B_HUMAN	uc010vlv.3	100
sp|Q9UMR3|TBX20_HUMAN	uc011kas.2	100
sp|Q9UMR5-2|PPT2_HUMAN	uc010jtu.1	100
